,Station,Roadway Name,Station Start,Station End
463,46003,I95 Exit 2,AMSTERDAM AVE,MG RP TO RT907P HARLM R D SB
724,46005,I95 Exit 2,DVG RMP FRM I-95 EB,GEO WASHINGTON BR EB
845,46006,I95 Exit 2,MRG RMP FRM AMSTERDAM AVE,MRG RMP TO I-95 SB
263,46011,W 79TH ST,COLUMBUS AVE,TRAFFIC CIR
1166,46048,E 97TH ST,FIFTH AVE,FDR DRIVE
107,46100,W 42ND ST,TWELFTH AVE,TENTH AVE
264,46101,W 57TH ST,TWELFTH AVE,TENTH AVE
1258,46109,W 153RD ST,DEAD END,AC POWLL JR BLV
660,46124,2ND AVE,E 42ND ST,E 34TH ST
725,46145,907V  Exit 14 &,DIV FROM I95 SB (OFF),MERGE I95 NB (OFF)
293,46402,907L Exit 2 at,907L NB (OFF),DVG TO PEARL&BROOKLYN BR
434,46403,907L Exit 2 at,MRG WITH RAMP OFF PEARL ST,BROOKLYN BR (ON)
574,46404,907L Exit 2 at,PEARL ST,MERGE WITH907L NB OFF RAMP
736,46405,907L Exit 2 at,907L SB (OFF),DIVERGE TO BROOKLYN BR&RO PL
820,46406,907L Exit 2 at,MERGE FROM BROOKLYN BR&PEARL,907L NB (ON)
930,46407,907L Exit 2 at,DIVERGE FROM BROOKLYN BR OFF,PEARL ST
1109,46408,907L Exit 2 at,PEARL ST,MRG WTH BROOKLYN BR OFF
137,46411,907L Exit 9 at,907L NB (OFF),E 42ND ST
571,46414,907P Exit 21 at,907P NB (OFF),E 135TH ST
854,46416,907P at Exit 18,907L NB (OFF),WILLIS AVE BRIDGE
1098,46418,907P at Exit 18,907P SB (OFF),MERGE TO TRIBOROUG BRIDGE
475,46423,907V  Exit 14 &,9A NB (OFF),MERGE WITH RAMP OFF RS DR
597,46424,907V  Exit 14 &,907V SB (OFF),DIVERGE TO RIVERSIDE DR
958,46427,907V  Exit 14 &,RIVERSIDE DR,MERGE WITH 907V NB OFF RAMP
1234,46429,907V  Exit 17 D,DIVERGE FROM RIVERSIDE DR,907V SB (ON)
265,48081,3RD AVE,E 79TH ST,E 86TH ST
197,50001,HOLLIS CT BLVD,HILLSIDE AVE,JAMAICA/HOLLIS CT BLVD
334,50002,JAMAICA AVE,JAMAICA/HOLLIS CT BLVD,HEMPSTEAD/JAMAICA AVE
448,50003,HEMPSTEAD AVE,HEMPSTEAD/JAMAICA AVE,RT 907A CROSS ISLAND PKWY
903,50006,QUEENS BLVD,NY 25A/JACKSON AVE/NORTHERN,278I BQE UNDER
1196,50009,QUEENS BLVD,RT 908B INT UNION TPKE (INTE,RT I678 VAN WYCK EXPWY
413,50012,HILLSIDE AVE,FRANCIS LEWIS BLVD,HILLSIDE/BRADDOCK AVE
598,50014,BRADDOCK AVE,RT 907A CROSS ISLAND EXPY,Queens/Nassau Co Line
1154,50018,NORTHERN BLVD,RT 25 OVER QUEENS BLVD,RT 278I BQE OVER
253,50021,NORTHERN BLVD,FRANCIS LEWIS BLVD,CLEARVIEW EXPWY
523,50023,NORTHERN BLVD,RT 907A UNDER CROSS ISLAND P,Queens/Nassau Co Line
606,50024,HILLSIDE AVE,RT 25 BRADDOCK AVE,WINCHESTER BLVD
847,50026,HILLSIDE AVE,RT 907A UNDER CROSS ISLAND P,LITTLE NECK PKWY UNDER
267,50031,S CONDUIT AVE,LEFFERTS BLVD,150TH ST
407,50032,S CONDUIT AVE,150TH ST,BROOKVILLE BLVD
190,50041,Clearview Expre,RT 25 HILLSIDE AVE,RAMP FROM GCP WB
303,50042,Clearview Expre,RAMP FROM GCP WB,ACC UNION TPKE
275,50061,LONG ISLAND EXP,RT 907M GC PKWY SB UNDER,EXIT 23 MAIN ST OVER
423,50062,LONG ISLAND EXP,EXIT 23 MAIN ST OVER,EXIT 24 KISSENA BLVD OVER
607,50064,LONG ISLAND EXP,EXIT 26 FRANCIS LEWIS BLVD O,CLEARVIEW EXPWY (UNDER)
754,50065,Van Wyck Expres,RT 27 SOUTHERN PKWY UNDER,ROCKAWAY BLVD OVER
931,50067,Van Wyck Expres,94TH AVE OVER,JAMAICA AVE OVER
140,50071,Van Wyck Expres,JEWEL AVE OVER,RT 495I L.I.E. UNDER
299,50072,Van Wyck Expres,RT 495I L.I.E. UNDER,RT 25A NORTHERN BLVD UNDER
693,50085,GRAND CNTRL PKW,EXIT 20B ACC FRANCIS LEWIS B,EXIT 20A ACC FRANCIS LEWIS B
898,50086,NORTHERN BLVD,RT I678 OVER 2ND TIME,FRANCIS LEWIS BLVD
1285,50089,Jackie Robinson,Kings/Queens Co Line,CYPRESS HILLS ST
155,50091,ROCKAWAY BLVD,BROOKVILLE BLVD,NASSAU COUNTY LINE
437,50963,BKLYN/QUEENS EX,ASTORIA BLVD S OVER,31st ST OVER
767,50965,BKLYN/QUEENS EX,BROADWAY,RT 25A NORTHERN BLVD UNDER
1055,50967,BKLYN/QUEENS EX,I-495 LONG ISLAND EXPWY UNDE,RT 25 QUEENS BLVD OVER
278,51001,CYPRESS HLLS ST,JACKIE ROBINSON PKWY RAMPS,80TH AVE
552,51003,UTOPIA PKWY,NORTHERN BLVD,CROCHERON AVE
694,51005,SPRINGFIELD BLV,130TH AVE,FRAN LEWIS BLVD
1036,51007,UNION TPKE,I 295 OVER,BELL BLVD
11,51100,212TH ST,JAMAICA AVE,HILLSIDE AVE
785,51105,11TH ST,KINGS CO LINE,JACKSON AVE
1189,51109,150TH ST,147TH AVE,N CONDUIT AVE
206,51111,164TH ST,UNION TPKE,IN495
414,51112,188TH ST,JAMAICA AVE,HILLSIDE AVE
537,51113,188TH ST,HILLSIDE AVE,GRD CENTRL PKY
1167,51118,21ST ST,QUEENS BLVD,BROADWAY
1273,51119,21ST ST,BROADWAY,HOYT AVE S
672,51124,58TH ST,ROOSEVELT AVE,NORTHERN BLVD
985,51127,69TH ST,GRAND AVE,MAURICE AVE
268,51141,ATLANTIC AVE,WOODHAVEN BLVD,LEFFERTS BLVD
874,51146,Beach Channel D,CROSS BAY PKWY,B 84TH ST
945,51147,Beach Channel D,MARINE PKY BRG,RIIS PARK ENT Ramp
1219,51149,BCH CHNNEL DR W,BEACH CHANNEL DR,MARINE PKWY BRG
108,51150,BELL BLVD,I 495,NORTHERN BLVD
269,51151,BELL BLVD,NORTHERN BLVD,35TH AVE
342,51152,BRADDOCK AVE,SPRINGFIELD BL,HILLSIDE AVE
918,51156,BROADWAY,STEINWAY ST,NORTHERN BLVD
141,51161,COLLEGE PT BLVD,NORTHERN BLVD,IN 678
695,51165,CROSS BAY BLVD,RAMP TO NASSAU EXP,NASSAU EXPY (UNDER)
1169,51168,CYPRESS AVE,MYRTLE AVE,FLUSHING AVE
542,51173,N CONDUIT AVE,VAN WYCK EXPY,LINDEN BLVD
1042,51177,ELIOT AVE,WOODHAVEN BLV,QUEENS BLVD
272,51181,FARMERS BLVD,LIBERTY AVE,99TH AVE
419,51182,FLUSHING AVE,KINGS CO LINE,METROPOLTN AVE
746,51185,FRANCIS LEWIS B,LINDEN BLVD,JAMAICA AVE
1043,51187,FRANCIS LEWIS B,HILLSIDE AVE,SECTION LO8913
56,51190,FRANCIS LEWIS B,NORTHERN BLVD,UTOPIA PKWY
425,51192,CYPRESS HLLS ST,KINGS CO LINE,JACKIE ROBINSON PKWY RAMPS
553,51193,FRESH POND RD,CYPRESS HILLS ST,METROPOLTAN AVE
673,51194,FRESH POND RD,METROPOLTAN AVE,FLUSHING AVE
803,51195,GRAND AVE,KINGS CO LINE,FLUSHING AVE
881,51196,GRAND AVE,FLUSHING AVE,69TH ST
1044,51197,GRAND AVE,69TH ST,QUEENS BLVD
1170,51198,GREENPOINT AVE,KINGS CO LINE,VAN DAM ST
1247,51199,GREENPOINT AVE,VAN DAM ST,39TH ST
705,51205,HOLLIS AVE,190TH ST,99TH AVE
1277,51209,HORACE HARDING,NASSAU CO LINE,LITTLE NECK PK
112,51210,HORACE HARDING,LITTLE NECK PK,MARATHON PKWY
545,51213,JACKSON AVE,11TH ST,21ST ST
57,51220,JAMAICA AVE,MERRICK BLVD,188TH ST
476,51223,JAMAICA AVE,HEMPSTEAD/JAMAICA AVE,SPRINGFIELD BLVD
214,51231,LEFFERTS BLVD,NASSAU EXPWY,N CONDUIT AVE
747,51235,LIBERTY AVE,SUTPHIN BLVD,GUY R BREWER  BLVD
343,51242,LINDEN BLVD,MERRICK BLVD,FARMERS BLVD
21,51250,MAIN ST,GRAND CENTRAL PKWY,I 495
357,51252,MAIN ST,ROOSEVELT AVE,NORTHERN BLVD
480,51253,MARINE TERM RD,DITMARS BLVD,BEGIN OF LOOP
279,51261,METROPOLITAN AV,69TH ST,WOODHAVEN BLVD
438,51273,PARSONS BLVD,GRD CNTL PKWY,KISSENA BLVD
587,51274,907M at 678I,DIVERGE TO 908B&I678,I678 SB (ON)
315,51282,ROCKAWAY BLVD,SHORE PKWY,NY 878
1059,51287,ROOSEVELT AVE,QUEENS BLVD,58TH ST
300,51292,ROOSEVELT AVE,GRAND CENTRAL PKWY,126TH ST
576,51294,SEAGIRT BLVD,ROCKAWAY FWY,BEACH 9TH ST
706,51295,SPRINGFIELD BLV,SOUTHERN PKWY,MERRICK BLVD
1130,51298,SPRINGFIELD BLV,LINDEN BLVD,HEMPSTEAD AVE
1221,51299,SPRINGFIELD BLV,HEMPSTEAD AVE,HILLSIDE AVE
39,51300,SPRINGFIELD BLV,HILLSIDE AVE,BRADDOCK AVE
184,51301,SPRINGFIELD BLV,BRADDOCK AVE,GRD CENTRL PKWY
666,51304,SPRINGFIELD BLV,I 495,56TH AVE
1104,51308,SUTPHIN BLVD,110TH RD,LIBERTY AVE
301,51312,UNION TPKE,MYRTLE AVE,METROPOLTN AVE
866,51316,UNION TPKE,PARSONS BLVD,164TH ST
964,51317,UNION TPKE,BELL BLVD,SPRINGFIELD BL
1046,51327,VAN DAM ST,I 495,QUEENS BLVD
62,51330,CROSS IS PKWY,UTOPIA PKWY,212TH ST
354,51332,WOODHAVEN BLVD,ATLANTIC AVE,MYRTLE AVE
489,51333,WOODHAVEN BLVD,MYRTLE AVE,JACKIE ROBINSON PKWY
707,51335,WOODHAVEN BLVD,UNION TPKE,METROPOLTN AVE
875,51336,WOODHAVEN BLVD,METROPOLTN AVE,ELIOT AVE
996,51337,WOODHAVEN BLVD,ELIOT AVE,I 495
1279,51339,WOODHULL AVE,JAMAICA AVE,190TH ST
1047,51347,SPRINGFIELD BLV,56TH AVE,NORTHERN BLVD
12,51350,UNION TPKE,GREENWAY SOUTH,MARKWOOD PLACE
1071,51358,UNION TPKE,LITTLE NECK PK,NASSAU CO LINE
1176,51368,907A Exit 29,DIVERGE TO 907M WB&EB,MRGE FRM 907M WB&907A SB
204,51371,NY 25 at 11th S,11TH ST,QUEENS PLAZA N RAMP
501,51373,FLUSHING PK PER,NEW YORK AVE,AVE OF DISCOVERY
980,51377,JAMAICA AVE,SPRINGFIELD BLVD,225TH ST
1117,51378,ROCKAWAY FWY,BEACH 62ND ST,BEACH 59TH ST
1274,51379,E HAMPTON BLVD,HORACE HARDING EXPY WB,232ND ST
109,51380,COOPER AVE,73RD PL,WOODHAVEN BLVD
377,51382,LAKEWOOD AVE,IN678 SR N,DEAD END
893,51386,GCP SR W,DIVERGE GCP @ MERIDIAN,MERGE GCP & WHITESTONE EXPY
1045,51387,67TH AVE,FOREST AVE,60TH ST
420,51392,64TH AVE,188TH ST,64TH CIR
796,51395,64TH AVE,64TH CIR,PECK AVE
998,52007,101ST AVE,DREW ST,127TH ST
1171,52008,COOPER AVE,KINGS CO LINE,73RD PL
96,52010,VERNON BLVD,BORDEN AVE,MAIN AVE
517,52013,35TH AVE,COLLEGE PT BLVD,UTOPIA PKWY
1172,52018,MURDOCK AVE,END,SPRINGFIELD BLVD
97,52020,YELLOWSTNE BLVD,WOODHAVEN BLVD,HORACE HARDING EXPY
412,52022,45TH AVE,PARSONS BLVD,NORTHERN BLVD
633,52024,110TH AVE,SUTPHIN BLVD,180TH ST
780,52025,SANFORD AVE,COLLEGE PT BLVD,NORTHERN BLVD
908,52026,150TH ST,NY25A NORTHERN BLVD,17TH AVE
999,52027,BAISLEY BLVD,ROCKAWAY BLVD,FARMERS BLVD
113,52030,WILLETS PT BLVD,UNION ST,UTOPIA PKWY
273,52031,225TH ST,FRANCIS LEWIS BLVD,HEMPSTEAD AVE
649,52034,30TH AVE,MAIN BLVD,57TH ST
783,52035,47TH AVE,UTOPIA PKWY,HOLLIS CT BLVD SB
1022,52057,20TH AVE,21ST ST,HAZEN ST
1023,52067,46TH AVE,PARSONS BLVD,UTOPIA PKWY
1281,52069,73RD AVE,KISSENA BLVD,JEWEL AVE
192,52071,LINDEN PL,NORTHERN BLVD,23RD AVE
404,52072,62ND DR,GRAND CENTRAL PKWY,QUEENS BLVD
804,52075,163RD ST,CROCHERON AVE,FRAN LEWIS BLVD
1155,52078,ROOSEVELT AVE,MAIN ST,154TH ST
1177,52088,DUNKIRK ST,LIBERTY AVE,DUNKIRK DR
1282,52089,MIDLAND PKWY,HILLSIDE AVE,188TH ST
251,52091,KEW GARDENS RD,QUEENS BLVD,HILLSIDE AVE
546,52093,23RD AVE,82ND ST,DITMARS BLVD
910,52096,78TH AVE,73RD PL,WOODHAVEN BLVD
1024,52097,164TH ST,HILLSIDE AVE,84TH AVE
1178,52098,51ST AVE,69TH ST,CORONA AVE
669,52104,CENTRAL AVE,CYPRESS HILLS,COOPER AVE
879,52106,142ND ST,ROCKAWAY BLVD,111TH AVE
1025,52107,CROCHERON AVE,NORTHERN BLVD,FRAN LEWIS BLVD
1129,52108,GUY R  BREWER B,ROCKAWAY BLVD,145TH AVE
1260,52109,REVIEW AVE,BORDEN AVE,LAUREL HILL BLVD
524,52113,90TH AVE,212TH PL,BRADDOCK AVE
911,52116,SENECA AVE,DEKALB AVE,MYRTLE AVE
1048,52117,SOUTH RD,SUTPHIN BLVD,MERRICK BLVD
549,52123,115TH AVE,SPRINGFIELD BLVD,CI PKWY SR S
1051,52127,263RD ST,HILLSIDE AVE,UNION TPKE
1179,52128,DRY HARBOR RD,FURMANVILLE AVE,WOODHAVEN BLVD
276,52131,WYCKOFF AVE,PALMETTO ST,COOPER AVE
51,52200,226TH ST,FRAN LEWIS BLV,114TH RD
185,52201,234TH ST,139TH AVE,133RD AVE
338,52202,227TH ST,141ST AVE,130TH AVE
469,52203,230TH ST,141ST AVE,130TH AVE
755,52205,SUTTER AVE,DEAD END,VAN WYCK EXPY SB SR
855,52206,96TH ST,165TH AVE,156TH AVE
994,52207,115TH AVE,ROCKAWAY BLVD,VAN WYCK EXPY SR S
24,52210,75TH AVE,KISSENA BLVD,199TH ST
159,52211,126TH ST,N CONDUIT AVE,ROCKAWAY BLVD
486,52213,130TH ST,135TH AVE,109TH AVE
1201,52219,115TH AVE,SUTPHIN BLVD,157TH ST
25,52220,115TH AVE,VAN WYCK EXPY SR N,SUTPHIN BLVD
696,53015,907A Exit 29,DIVERGE TO 907M EB&WB,907M EB (ON)
1072,53028,907A at Linden,FROM LINDEN BLVD,907A NB (ON)
160,53031,907A at Exit 26,907A SB (OFF),TO HEMPSTEAD TNPK
280,53051,908B Exit 4,FOREST PARK DR,908B EB (ON)
556,53063,907D at Exit 19,907D WB (OFF),N CONDUIT AVE
676,53064,NY878 at Leffer,NY878 EB (OFF),LEFFERTS BLVD
805,53065,NY878 at Leffer,DIVERGE FROM 907D EB OFF,NY878 EB (ON)
1060,53067,907D at 134th S,907D EB (OFF),S CONDUIT AVE
934,53107,Rt 908B at Rt I,DIVERGE FROM 907M EB OFF,908B WB (ON)
1280,53109,907M at 678I,UNION TNPK,907M WB (ON)
1073,53148,NY 25 at 11th S,Ramp Begins,QUEENSBORO BR
161,53211,I678 Exit 1 907,DIVERGE TO NY27&VAN WYCK SER,N CONDUIT AVE
451,53213,I678 Exit 1 907,N CONDUIT AVE,I678 SB (ON)
589,53214,I678 Exit 1 907,MERGE FROM I678 SBOFF&SERVIC,NY27 WB (ON)
712,53215,I678 Exit 1 907,I678 SB (OFF),DIVERGE TO NY27 & I678 SB
677,53284,I495 at Exit 14,BORDEN AVE,I495 EB (ON)
1292,53289,I495 Exit 11,BORDEN AVE,I278 WB (ON)
116,53290,I495 Exit 15,I495 EB (OFF),BORDEN AVE
617,53304,I495 at NY907M,Merge I495 EB (ON),MRG I495 WB OFF RAMP
983,53307,I495 at NY907M,907M NB (OFF),DIVERGE TO I495
1224,53309,I495 at NY907M,907M SB (OFF),DIVERGE TO I495
864,53316,I495 at NY907M,HORACE HARDING EXPY East,I495 EB ON
984,53317,I495 at NY907M,I495 WB ON,HORACE HARDING EXPW WEST EXP
1121,53318,I495 at NY907M,HORACE HARDING EXPW WEST EXP,I495 WB (ON)
1225,53319,I495 at NY907M,I495 EB (OFF),HORACE HARDING EXPY East
697,53335,I495 Exit 31,I495 EB (OFF),907A SB (ON)
142,53801,I495 Exit 27,DIVERGE FROM I495 EB OFF,MERGE FROM I495 EB&WB ON
13,53900,907A Exit 29,907A NB (OFF),DIVERGE TO 907M EB&WB
143,53901,907A Exit 29,907M WB (OFF),DIVERGE TO 907A NB&SB
508,53903,907M at 678I,907M EB (OFF),DIVERGE TO 908B&I678
667,53904,I678 Exit 7 and,MERGE FROM I678 NB & 908B EB,907M WB (ON)
1074,53908,I495 Exit 27,MERGE FROM I495 EB&WB ON,I295 SB (ON)
1252,53909,I495 Exit 11,I495 WB (OFF),DIVERGE FROM I495 WB OFF
84,53910,I495 Exit 11,I278 EB (OFF),DIVERGE TO I495 EB&WB
233,53911,I495 at I678 In,MERGE FROM I678 SB&NB OFF,I495 WB (ON)
1195,54019,GrandCntrl Pkwy,62ND AVE,67TH RD
498,54023,114TH PL,133RD AVE,ROCKAWAY BLVD
880,54026,116TH ST,135TH AVE,133RD AVE
1052,54027,118TH AVE,234TH ST,235TH ST
18,54030,11TH ST,34TH AVE,BROADWAY
374,54032,120TH AVE,VAN WYCK EXPY N,142ND ST
737,54035,120TH AVE,SPRINGFIELD BLVD,FRANCIS LEWIS BLVD
721,54045,12TH AVE,154th St,160TH ST
965,54047,130TH AVE,176TH ST,MERRICK BLVD
1135,54048,130TH PL,VAN WYCK EXPY S SR,155TH AVE
254,54051,131ST AVE,178TH PL,FARMERS BLVD
339,54052,131ST AVE,226TH ST,229TH ST
466,54063,138TH ST,39TH AVE,37TH AVE
255,54071,144TH PL,14TH AVE,PARSONS BLVD
471,54073,147TH AVE,ROCKAWAY BLVD,GUY R BREWER BLVD
1026,54087,150TH ST,NY25 HILLSIDE AVE,GRAND CENTRAL PKWY EB
79,54090,153RD AVE,79TH ST,88TH ST
1027,54107,166TH ST,CI PKWY SR N,POWELLS COVE BLVD
277,54111,169TH ST,29TH AVE,FRAN LEWIS BLVD
915,54116,177TH ST,106TH AVE,LIBERTY AVE
832,54126,216TH ST,LUKE PL,48TH AVE
1028,54127,217TH ST,HILLSIDE AVE,SPENCER AVE
1286,54129,223RD ST,58TH AVE,56TH AVE
525,54133,227TH ST,114TH AVE,113TH DR
899,54136,230TH ST,69TH AVE,67TH AVE
176,54141,23RD AVE,COLLEGE PT BLVD,LINDEN PL
330,54142,23RD AVE,CORP KENNDY ST,211TH ST
151,54151,257TH ST,149TH AVE,148TH AVE
467,54153,260TH ST,UNION TURNPIKE,260TH ST CIR
713,54155,27TH ST,BORDEN AVE,49TH AVE
844,54156,28TH AVE,28TH RD,UNION ST
1053,54157,28TH RD,IN678 SR N,28TH AVE
1103,54158,29TH AVE,ASTORIA BLVD,DITMARS BLVD
340,54162,31ST DR,ASTORIA BLVD,DITMARS BLVD
1289,54169,34TH AVE,VERNON BLVD,47TH ST
166,54181,40TH AVE,LITTLE NK PKWY,W MORELAND ST
834,54186,43RD AVE,23RD ST,CRESCENT ST
949,54187,94TH ST,43RD AVE,ROOSEVELT AVE
1083,54188,43RD AVE,NATIONAL ST,108TH ST
590,54194,47TH AVE,47TH ST,48TH ST
1089,54198,48TH ST,58TH RD,MASPETH AVE
800,54205,53RD DR,MAURICE AVE,65TH PL
167,54211,55TH AVE,QUEENS BLVD,JUSTICE AVE
452,54213,55TH DR,58TH ST,MAURICE AVE
1290,54219,56TH AVE,218TH ST,CLOVERDALE BLVD
152,54221,MARTENSE AVE,100TH ST,108TH ST
322,54222,57TH PL,RUST ST,MASPETH AVE
674,54224,58TH AVE,SPRINGFIELD BLVD,223RD ST
1262,54229,5TH AVE,COLLEGE PL,COLLEGE PT BLVD
582,54234,62ND AVE,H HARDING EXPY,108TH ST
29,54240,66TH ST,BORDEN AVE,53RD AVE
426,54242,69TH AVE,188TH ST,199TH ST
526,54243,69TH AVE,SPRINGFIELD BLVD,230TH ST
714,54245,71ST AVE,PARSONS BLVD,164TH ST
919,54246,72ND AVE,METROPOLITN AV,LOUBET ST
951,54247,73RD AVE,MAIN ST,KISSENA BLVD
1094,54248,73RD AVE,73RD RD,260TH ST
1207,54249,73RD RD,LITTLENECK PKY,73RD AVE
121,54250,74TH ST,GRAND AVE,CALAMUS AVE
554,54253,75TH AVE,FOREST AV (PAR,62ND ST
609,54254,75TH ST,PITKIN AVE,GLENMORE AVE
259,54261,7TH AVE,150TH ST,CLINTONVILLE ST
499,54273,84TH ST,SHORE PKWY SR W,155TH AVE
631,54274,84TH ST,SUTTER AVE,LIBERTY AVE
727,54275,85TH ST,24TH AVE,23RD AVE
1142,54278,87TH DR,254TH ST,LITTLE NK PKWY
349,54282,88TH ST,155TH AVE,S CONDUIT AVE
940,54297,99TH ST,63RD RD,HORACE HARDING EXPY S
369,54302,AMSTEL BLVD,BEACH CHANNEL DR,BEACH 72ND ST
456,54303,ARLEIGH RD,SHORE RD,DOUGLAS RD
602,54304,ASCAN AVE,METROPOLITAN AVE,AUSTIN ST
375,54312,BEACH 102ND ST,SHORE FRONT PKWY,ROCKAWAY BCH BLVD
367,54322,BEACH 73RD ST,ROCKAWAY FWY,BCH CHANNEL DR
495,54323,BEACH 9TH ST,SEAGIRT BLVD,EMPIRE AVE
715,54325,BRADLEY AVE,VAN DAM ST,GREENPOINT AVE
326,54332,PARK LANE,WEST DR,DOUGLAS RD
528,54333,CLOVERDALE BLVD,69TH AVE,67TH AVE
722,54335,COLLEGE PL,11TH AVE,9TH AVE
70,54340,CORNAGA AVE,BEACH CHANNEL DR,BEACH 9TH ST
1216,54349,DUNKIRK DR,DUNKIRK ST,FARMERS BLVD
37,54350,E WILLISTON AVE,LITTLE NECK PKWY,268TH ST
878,54356,FERNSIDE PL,SEAGRIT BLVD,PLAINVIEW AVE
1248,54359,FRANCIS LEWIS B,MERRICK BLVD,121ST AVE
345,54362,FRESH POND RD,MYRTLE AVE,CYPRESS HILLS ST
314,54372,HAZEN ST,ASTORIA BLVD N,20TH AVE
995,54377,HUNGRY HRBR RD,HOOK CREEK BLVD,NASSAU CO LINE
461,54393,KING RD,COLLEGE PT BLV,36TH AVE
952,54407,MASPETH AVE,48TH ST,49TH ST
1208,54409,MELBOURNE AVE,MAIN ST,KISSENA BLVD
468,54413,NEWTOWN AVE,ASTORIA BLVD,CRESCENT ST
719,54415,PARSONS BLVD,KISSENA BLVD,HORACE HARDING EXPY S
865,54416,PARSONS BLVD,I495,BOOTH MEMORIAL AVE
1112,54418,PECK AVE,H HARDING EXPY EB,199TH ST
153,54421,PIDGEON MEADOW,46TH AVE,164TH ST
973,54437,SHORE PKWY NORT,84TH ST,156TH AVE
1105,54438,SPENCER AVE,86TH AVE,SAWYER AVE
595,54444,TYLER AVE,59TH ST,MAURICE AVE
841,54446,WESTMORELAND ST,39TH RD,NORTHERN BLVD
1265,54449,WEST DR,ARLEIGH RD,SHORE RD
20,54450,WESTGATE ST,FARMERS BLVD,137TH AVE
762,54455,120TH AVE,143RD ST,STUPHIN BLVD
842,54456,260TH ST,260TH ST CIR,LITTLE NECK PKWY
1097,54468,208TH ST,33RD AVE,32ND AVE
1249,54469,257TH ST,QUEENS CL,87TH AVE
986,54477,I495 at NY907M,62nd Ave,MERGE RMPS TO GCP EB
1132,54478,BEACH CHANNEL D,BEACH 169TH ST,BEACH CHANNEL DR EB
459,54483,39TH RD,LITTLE NECK PKWY,WESTMORELAND ST
882,54486,87TH AVE,256TH ST,257TH ST
599,55254,DELAWARE AVE,PARSONS BLVD,156TH ST
967,55477,148TH AVE,ROCKAWAY BLVD,GUY R BREWER BLVD
1099,55478,148TH ST,34TH AVE,BAYSIDE AVE
1210,55479,148TH ST,25TH DR,WILLETS PT BLVD
189,55481,149TH ST,97TH AVE,95TH AVE
603,55484,180TH ST,MERRICK BLVD,DEAD END
738,55485,190TH ST,WOODHULL AVE,JAMAICA AVE
843,55486,190TH ST,CROCHERON AVE,FRAN LEWIS BLVD
955,55487,208TH ST,15TH DR,15TH RD
43,55490,235TH ST,236TH ST,UNION TPKE
181,55491,23RD AVE,211TH ST,215TH ST
336,55492,25TH AVE,WHITESTONE EXPY,143RD ST
329,55502,56TH AVE,211TH ST,BELL BLVD
720,55505,61ST ST,39TH AVE,BROADWAY
1106,55508,74TH ST,71ST AVE,69TH RD
35,55510,86TH AVE,91ST ST,WOODHAVEN BLVD S
600,55514,89TH AVE,MOLINE ST,CI PKWY So S
856,55516,91ST AVE,172ND ST,175TH ST
961,55517,9TH AVE,WHITESTONE EXPY NB,151ST PL
346,55522,SAYRES AVE,GUY BREWER BLVD,177TH ST
726,55525,66TH ST,60TH RD,60TH AVE
1102,55528,39TH AVE,233RD ST,234TH ST
1212,55529,248TH ST,DEAD END,NORTHERN BLVD
180,55531,GLENWOOD ST,NORTHERN BLVD,CONCORD ST
335,55532,240TH ST,66TH AVE,65TH AVE
728,55535,252ND ST,UNION TPKE,ELKMONT AVE
846,55536,253RD ST,GRND CNTRL PKWY SR N,64TH AVE
959,55537,63RD AVE,DEAD END,255TH ST
44,55540,76TH AVE,COMMNWLTH BLVD,249TH ST
344,55542,84TH DR,253RD ST,LITTLE NECK PKY
601,55544,RANSOM ST,BRADDOCK AVE,88TH AVE
729,55545,BILLINGS ST,BRADDOCK AVE,88TH AVE
858,55546,TUDOR RD,GRAND CENTRAL PKWY SR N,CHEVY CHASE ST
960,55547,187TH ST,UNDERHILL AVE,UTOPIA PKWY
1115,55548,214TH ST,WITTHOFF ST,HOLLIS AVE
1218,55549,214TH ST,69TH AVE,HOR HARDING EXWY SR S
40,55550,WEEKS LA,HOLLIS CT BLVD,FRAN LEWIS BLVD
208,55551,155TH ST,HORACE HARDING EXPY N,BOOTH MEMORIAL AVE
732,55555,93RD RD,SPRINGFIELD BLVD,240TH ST
848,55556,209TH PL,30TH AVE,28TH RD
1213,55559,46TH RD,210TH ST,BELL BLVD
182,55561,15TH RD,144TH ST,DEAD END
337,55562,POWELLS COVE BL,3RD AVE,151ST ST
470,55563,137TH AVE,64TH RD,63RD AVE
217,55571,BEACH 53RD ST,ROCKAWAY BEACH BLVD,BEACH CHANNEL DR
625,55574,BAY CT,CUL DE SAC,BEACON PL
757,55575,HARTMAN LA,FAR ROCKAWAY BLVD,HEALY AVE
1131,55578,BROOKHAVEN AVE,BEACH 20TH ST,BEACH 17TH ST
966,55587,37 RD,65TH ST,DEAD END
41,55590,54 RD,48TH ST,50TH ST
186,55591,52 DR,73RD ST,74TH ST
969,55597,ELLWELL CRES,ALDERTON ST,ALDERTON ST
604,55604,INDIANA AVE,72ND ST,DEAD END
852,55606,ELDERT ST,DEAD END,WYCKOFF AVE
1107,55608,WEIRFIELD ST,WYCKOFF AVE,MYRTLE AVE
1266,55609,MEADOW LAKE DR,LAKE MALL,PERIMETER RD
227,55611,FLUSHING PK PER,AVE OF DISCOVERY,NEW YORK AVE
970,55617,BREVOORT ST,122ND ST,CUTHBERT RD
733,55625,EDGEWOOD AVE,140TH AVE,141ST AVE
